Nama,Email,Handphone,Gender,Age,Year Birth,Address,Location,Location Type,Device Model,Operating System,Wifi Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Login Hour,Digital Interest,generation,Brand,Activity,Email Provider,Phone Provider,Higher Education
Zelaya Latupono,zelayalatupono543@outlook.com,82309046787,Male,28,1996,"Gang Siliwangi No. 8, Jakarta Barat, 38452",Kopikalyan Wijaya,Cafe,Google Pixel 5,Android,242,5.4,1307,48,642,15,news,Millennials,Google,Sore,outlook.com,Telkomsel,Tidak
Patricia Usamah,patriciausamah544@gmail.com,85924733077,Male,55,1969,"Jl. Lembong No. 849, Tangerang, 88312",Gedung Cyber,Office,Samsung Galaxy S21,Android,275,5.5,1616,48,656,23,news,Gen X,Samsung,Malam,gmail.com,XL,Tidak
Kasim Halim,kasimhalim545@outlook.com,81744919918,Female,28,1996,"Jalan Veteran No. 80, Jakarta Barat, 29764",Suasana Kopi Gandaria,Cafe,Google Pixel 5,Android,544,9.7,2633,97,1727,5,other,Millennials,Google,Pagi,outlook.com,XL,Tidak
Danuja Pratama,danujapratama546@gmail.com,81743611524,Female,34,1990,"Jl. Sukabumi No. 5, Jakarta Pusat, 33054",HTS Net,Office,OnePlus 9,Android,50,2.0,362,17,182,15,sosmed,Millennials,OnePlus,Sore,gmail.com,XL,Tidak
"R.A. Yunita Firgantoro, M.Ak",r.a.yunitafirgantorom.ak547@outlook.com,81696712766,Female,21,2003,"Jl. Surapati No. 50, Jakarta Utara, 88442",The Post Coffee and Eatery,Cafe,OnePlus 9,Android,236,4.6,1750,45,971,16,news,Gen Z,OnePlus,Sore,outlook.com,Indosat IM3,Ya
dr. Bala Laksita,dr.balalaksita548@yahoo.com,88944510558,Female,58,1966,"Jl. M.T Haryono No. 7, Depok, 93213",Warung Tekko Pluit Village,Restaurant,iPhone 12,iOS,139,2.6,658,33,358,22,streaming video,Gen X,iPhone,Malam,yahoo.com,Smartfren,Ya
Puspa Nainggolan,puspanainggolan549@aol.com,85733089793,Male,45,1979,"Gang Tubagus Ismail No. 0, Depok, 98120",Warung Tekko Artha Gading,Restaurant,Google Pixel 5,Android,383,6.6,2155,74,1360,16,e-commerce,Gen X,Google,Sore,aol.com,Indosat IM3,Tidak
Natalia Fujiati,nataliafujiati550@gmail.com,88928922295,Female,21,2003,"Gang Waringin No. 045, Tangerang, 23147",Stay Kopi Kopia,Cafe,Samsung Galaxy S21,Android,172,4.0,1047,32,508,13,streaming video,Gen Z,Samsung,Siang,gmail.com,Smartfren,Tidak
Gatot Wibisono,gatotwibisono551@protonmail.com,88801586954,Male,42,1982,"Jalan Pasir Koja No. 50, Bogor, 47141",Ali Kopi Roastery Free Wifi,Cafe,Xiaomi Mi 11,Android,455,6.2,1984,72,1287,2,e-commerce,Millennials,Xiaomi,Dini Hari,protonmail.com,Smartfren,Tidak
Makuta Winarsih,makutawinarsih552@aol.com,83809837678,Female,37,1987,"Jl. M.H Thamrin No. 192, Bekasi, 43093",Conclave Arteri,Office,Samsung Galaxy S21,Android,157,2.5,1110,30,373,17,streaming video,Millennials,Samsung,Sore,aol.com,AXIS,Tidak
Karman Wulandari,karmanwulandari553@gmail.com,82365826844,Male,32,1992,"Jalan K.H. Wahid Hasyim No. 465, Jakarta Timur, 59757",Tuwuh Treats Bintaro,Cafe,iPhone 12,iOS,173,3.8,605,23,583,24,streaming video,Millennials,iPhone,Dini Hari,gmail.com,Telkomsel,Tidak
"Drs. Hari Simanjuntak, S.I.Kom",drs.harisimanjuntaks.i.kom554@gmail.com,88157371454,Female,37,1987,"Gg. W.R. Supratman No. 84, Tangerang Selatan, 73933",Bukan Ruang,Cafe,Samsung Galaxy S21,Android,405,7.3,2082,75,1162,3,e-commerce,Millennials,Samsung,Dini Hari,gmail.com,Smartfren,Ya
"Rafi Setiawan, M.Ak",rafisetiawanm.ak555@gmail.com,82159011132,Female,19,2005,"Jl. Kendalsari No. 1, Bekasi, 81509",Gedung Cyber,Office,iPhone 12,iOS,387,6.6,2168,61,1246,21,e-commerce,Gen Z,iPhone,Malam,gmail.com,Telkomsel,Ya
Yono Waluyo,yonowaluyo556@gmail.com,82164589586,Female,32,1992,"Gang Rumah Sakit No. 90, Jakarta Barat, 86261",Warung Tekko Kramat Jati,Restaurant,Xiaomi Mi 11,Android,201,4.9,1633,41,972,12,news,Millennials,Xiaomi,Siang,gmail.com,Telkomsel,Tidak
"Tgk. Hari Pradana, S.Gz",tgk.haripradanas.gz557@outlook.com,89942711436,Female,40,1984,"Jalan Tubagus Ismail No. 366, Jakarta Utara, 07082",Warung Tekko Artha Gading,Restaurant,iPhone 12,iOS,142,3.5,625,25,370,15,streaming video,Millennials,iPhone,Sore,outlook.com,Tri,Ya
"Salwa Suryatmi, M.Pd",salwasuryatmim.pd558@aol.com,89747245772,Male,27,1997,"Gg. Ciumbuleuit No. 85, Tangerang, 27644",The Post Coffee and Eatery,Cafe,Samsung Galaxy S21,Android,198,4.2,1392,43,640,1,news,Gen Z,Samsung,Dini Hari,aol.com,Tri,Ya
Ella Hakim,ellahakim559@outlook.com,88276358915,Male,55,1969,"Jl. Dipenogoro No. 611, Jakarta Timur, 21944",Tujuhari Coffee,Cafe,Google Pixel 5,Android,361,7.6,2037,65,1056,3,e-commerce,Gen X,Google,Dini Hari,outlook.com,Smartfren,Tidak
Cinta Mayasari,cintamayasari560@gmail.com,85777908589,Male,47,1977,"Gg. Kebonjati No. 28, Jakarta Barat, 19662",Kopikalyan Wijaya,Cafe,OnePlus 9,Android,553,11.6,2914,81,1860,16,other,Gen X,OnePlus,Sore,gmail.com,Indosat IM3,Tidak
"Yani Suryatmi, S.Ked",yanisuryatmis.ked561@gmail.com,82245422223,Female,38,1986,"Jl. Sentot Alibasa No. 89, Tangerang Selatan, 10789",Kopikalyan Wijaya,Cafe,Samsung Galaxy S21,Android,408,6.2,2245,69,1103,24,e-commerce,Millennials,Samsung,Dini Hari,gmail.com,Telkomsel,Ya
"dr. Rika Maheswara, M.Ak",dr.rikamaheswaram.ak562@gmail.com,85798664979,Male,18,2006,"Gg. Rungkut Industri No. 81, Jakarta Utara, 37845",JEC Kedoya,Compound Space,Xiaomi Mi 11,Android,121,2.1,1188,21,578,8,streaming video,Gen Z,Xiaomi,Pagi,gmail.com,Indosat IM3,Ya
Ayu Sihotang,ayusihotang563@yahoo.com,85904681358,Female,33,1991,"Jl. Pelajar Pejuang No. 365, Depok, 98999",Bleu Coffee and Space,Cafe,Google Pixel 5,Android,71,1.4,508,15,265,14,sosmed,Millennials,Google,Siang,yahoo.com,XL,Tidak
Zelaya Santoso,zelayasantoso564@gmail.com,85388437493,Male,31,1993,"Jalan Peta No. 613, Depok, 34138",Kopi Bojo Plaza Kuningan,Cafe,iPhone 12,iOS,46,1.6,440,10,265,2,sosmed,Millennials,iPhone,Dini Hari,gmail.com,Telkomsel,Tidak
Karen Pertiwi,karenpertiwi565@outlook.com,85606078514,Male,44,1980,"Gang Stasiun Wonokromo No. 389, Bogor, 52867",Warung Tekko Kemang,Restaurant,Xiaomi Mi 11,Android,290,4.4,1272,55,910,9,news,Gen X,Xiaomi,Pagi,outlook.com,Indosat IM3,Tidak
"Drs. Tina Simanjuntak, S.Farm",drs.tinasimanjuntaks.farm566@yahoo.com,87783034352,Male,40,1984,"Jl. Pasirkoja No. 021, Tangerang Selatan, 97122",Menara Satu,Office,Samsung Galaxy S21,Android,60,1.3,462,15,296,9,sosmed,Millennials,Samsung,Pagi,yahoo.com,XL,Ya
Ophelia Santoso,opheliasantoso567@gmail.com,88554560034,Female,35,1989,"Jalan Ciumbuleuit No. 42, Jakarta Barat, 98402",Menara Satu,Office,Google Pixel 5,Android,116,3.9,1132,26,498,20,streaming video,Millennials,Google,Malam,gmail.com,Smartfren,Tidak
"Dr. Rina Pratama, M.Ak",dr.rinapratamam.ak568@gmail.com,85765411790,Male,32,1992,"Gg. Siliwangi No. 4, Jakarta Pusat, 60138",Sliced Terogong,Restaurant,OnePlus 9,Android,86,1.7,312,16,227,22,sosmed,Millennials,OnePlus,Malam,gmail.com,Indosat IM3,Ya
"Intan Lazuardi, S.IP",intanlazuardis.ip569@mail.com,88474197025,Female,49,1975,"Gg. Cihampelas No. 4, Jakarta Pusat, 54540",JEC Kedoya,Compound Space,Google Pixel 5,Android,291,5.3,1537,43,700,22,news,Gen X,Google,Malam,mail.com,Smartfren,Ya
"H. Cemeti Zulaika, M.Kom.",h.cemetizulaikam.kom.570@gmail.com,82361968704,Male,18,2006,"Jalan Dr. Djunjunan No. 913, Tangerang Selatan, 25708",Kedai Sinau,Cafe,Google Pixel 5,Android,404,6.6,2181,77,1327,16,e-commerce,Gen Z,Google,Sore,gmail.com,Telkomsel,Ya
Ophelia Hastuti,opheliahastuti571@outlook.com,81257816884,Male,57,1967,"Jalan Stasiun Wonokromo No. 039, Jakarta Barat, 85878",Warung Fotkop,Cafe,OnePlus 9,Android,441,7.1,1928,74,1421,10,e-commerce,Gen X,OnePlus,Pagi,outlook.com,Telkomsel,Tidak
Dina Rahimah,dinarahimah572@aol.com,88127689421,Female,25,1999,"Jl. Otto Iskandardinata No. 273, Jakarta Selatan, 62035",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,Google Pixel 5,Android,444,6.1,2229,73,1194,11,e-commerce,Gen Z,Google,Siang,aol.com,Smartfren,Tidak
Karna Simanjuntak,karnasimanjuntak573@gmail.com,81786335579,Female,56,1968,"Jalan Stasiun Wonokromo No. 509, Tangerang, 54933",Suasana Kopi Gandaria,Cafe,OnePlus 9,Android,211,5.9,1757,42,864,5,news,Gen X,OnePlus,Pagi,gmail.com,XL,Tidak
"Ade Yuliarti, S.IP",adeyuliartis.ip574@yahoo.com,88842622078,Male,22,2002,"Jalan M.H Thamrin No. 49, Jakarta Timur, 23520",Koridor 01 Halte Karet,Transportation,Samsung Galaxy S21,Android,537,9.1,2858,86,2158,14,other,Gen Z,Samsung,Siang,yahoo.com,Smartfren,Ya
Luthfi Salahudin,luthfisalahudin575@gmail.com,81853836839,Female,47,1977,"Gg. Dipatiukur No. 230, Tangerang, 49264",Ramen Ten 10 Kramat Jati,Restaurant,Xiaomi Mi 11,Android,519,10.9,2571,93,2163,12,other,Gen X,Xiaomi,Siang,gmail.com,XL,Tidak
Lili Siregar,lilisiregar576@outlook.com,85174643555,Male,49,1975,"Gg. Kebonjati No. 658, Tangerang Selatan, 55523",Kataloji Coffee & Eatery,Cafe,Samsung Galaxy S21,Android,94,3.5,606,30,446,5,streaming video,Gen X,Samsung,Pagi,outlook.com,Telkomsel,Tidak
Violet Pangestu,violetpangestu577@protonmail.com,85646089452,Female,34,1990,"Gang Tubagus Ismail No. 8, Tangerang Selatan, 71590",Stay Kopi Kopia,Cafe,Google Pixel 5,Android,554,10.3,2776,83,1606,8,other,Millennials,Google,Pagi,protonmail.com,Indosat IM3,Tidak
Purwanto Laksita,purwantolaksita578@aol.com,85226608851,Female,37,1987,"Gang Dr. Djunjunan No. 6, Jakarta Pusat, 31875",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,iPhone 12,iOS,381,7.5,2216,66,1291,1,e-commerce,Millennials,iPhone,Dini Hari,aol.com,Telkomsel,Tidak
R. Gilda Yuniar,r.gildayuniar579@gmail.com,88450884807,Female,40,1984,"Jalan Monginsidi No. 17, Jakarta Pusat, 73091",Koridor 01 Halte Tosari,Transportation,OnePlus 9,Android,257,6.0,1715,49,916,8,news,Millennials,OnePlus,Pagi,gmail.com,Smartfren,Ya
Purwa Agustina,purwaagustina580@gmail.com,87832096091,Male,36,1988,"Jalan Gegerkalong Hilir No. 3, Jakarta Barat, 69098",Kintaro Sushi PIK,Restaurant,Samsung Galaxy S21,Android,47,1.1,532,18,122,19,sosmed,Millennials,Samsung,Malam,gmail.com,XL,Tidak
Laras Sihombing,larassihombing581@gmail.com,88666159048,Female,27,1997,"Jl. Veteran No. 982, Bogor, 46911",Galeri Lafayette,Compound Space,iPhone 12,iOS,527,10.0,2430,82,1737,19,other,Gen Z,iPhone,Malam,gmail.com,Smartfren,Tidak
Yusuf Salahudin,yusufsalahudin582@outlook.com,85643554737,Male,27,1997,"Jl. Raya Setiabudhi No. 69, Jakarta Timur, 09911",Gedung Cyber,Office,Samsung Galaxy S21,Android,148,2.7,625,34,416,9,streaming video,Gen Z,Samsung,Pagi,outlook.com,Indosat IM3,Tidak
"Dacin Pertiwi, S.Ked",dacinpertiwis.ked583@protonmail.com,88596221695,Female,19,2005,"Jl. HOS. Cokroaminoto No. 5, Jakarta Timur, 39620",Warung Fotkop,Cafe,iPhone 12,iOS,191,5.7,1414,53,991,23,news,Gen Z,iPhone,Malam,protonmail.com,Smartfren,Ya
Prima Marpaung,primamarpaung584@gmail.com,87784726775,Female,43,1981,"Jalan Kebonjati No. 91, Jakarta Barat, 62759",Graha Aruna,Office,Google Pixel 5,Android,71,1.9,571,10,117,19,sosmed,Millennials,Google,Malam,gmail.com,XL,Tidak
"R.M. Jumadi Hutapea, M.TI.",r.m.jumadihutapeam.ti.585@yahoo.com,81249497856,Female,30,1994,"Jalan Rajiman No. 91, Jakarta Pusat, 72435",Harton Tower,Office,OnePlus 9,Android,73,1.3,538,19,175,15,sosmed,Millennials,OnePlus,Sore,yahoo.com,Telkomsel,Ya
Najwa Hutasoit,najwahutasoit586@yahoo.com,89742994924,Male,29,1995,"Jalan Rumah Sakit No. 19, Tangerang, 99713",Kantor PC 24,Office,OnePlus 9,Android,149,3.1,1191,28,563,12,streaming video,Millennials,OnePlus,Siang,yahoo.com,Tri,Tidak
Galih Adriansyah,galihadriansyah587@gmail.com,82317274132,Female,43,1981,"Gang Sukabumi No. 050, Jakarta Utara, 06668",Liberica Cilandak Town Square,Cafe,Xiaomi Mi 11,Android,197,4.4,1665,44,608,12,news,Millennials,Xiaomi,Siang,gmail.com,Telkomsel,Tidak
"Drs. Bakijan Maryadi, S.E.I",drs.bakijanmaryadis.e.i588@gmail.com,88600049208,Male,24,2000,"Jl. Rungkut Industri No. 597, Jakarta Selatan, 51057",Sliced Terogong,Restaurant,Samsung Galaxy S21,Android,328,6.1,1975,72,1101,6,e-commerce,Gen Z,Samsung,Pagi,gmail.com,Smartfren,Ya
R.A. Queen Handayani,r.a.queenhandayani589@outlook.com,87751284159,Male,36,1988,"Gg. Abdul Muis No. 22, Jakarta Selatan, 36841",The Post Coffee and Eatery,Cafe,OnePlus 9,Android,424,7.5,1995,75,1228,24,e-commerce,Millennials,OnePlus,Dini Hari,outlook.com,XL,Ya
"Kiandra Kuswandari, S.H.",kiandrakuswandaris.h.590@protonmail.com,85116021260,Female,39,1985,"Gang Astana Anyar No. 196, Jakarta Utara, 38536",Stasiun Blok M BCA,Transportation,Samsung Galaxy S21,Android,111,3.6,627,26,464,15,streaming video,Millennials,Samsung,Sore,protonmail.com,Telkomsel,Ya
Nurul Hassanah,nurulhassanah591@aol.com,88141149530,Male,30,1994,"Jl. Veteran No. 6, Jakarta Selatan, 01781",Warung Tekko Artha Gading,Restaurant,Samsung Galaxy S21,Android,159,3.7,630,33,575,7,streaming video,Millennials,Samsung,Pagi,aol.com,Smartfren,Tidak
"Cengkir Lazuardi, S.Ked",cengkirlazuardis.ked592@gmail.com,85164896674,Female,36,1988,"Jl. Ronggowarsito No. 6, Tangerang, 15890",Tujuhari Coffee,Cafe,Google Pixel 5,Android,580,11.5,2767,84,2341,14,other,Millennials,Google,Siang,gmail.com,Telkomsel,Ya
Wulan Andriani,wulanandriani593@yahoo.com,88520697613,Female,22,2002,"Gang Tubagus Ismail No. 6, Jakarta Barat, 77266",Menara Satu,Office,Samsung Galaxy S21,Android,379,7.7,1809,64,1050,10,e-commerce,Gen Z,Samsung,Pagi,yahoo.com,Smartfren,Tidak
Ir. Dirja Hastuti,ir.dirjahastuti594@outlook.com,81603541726,Female,26,1998,"Jalan Otto Iskandardinata No. 9, Jakarta Utara, 83861",Menara Satu,Office,Samsung Galaxy S21,Android,217,4.2,1500,42,677,15,news,Gen Z,Samsung,Sore,outlook.com,Indosat IM3,Ya
drg. Jinawi Latupono,drg.jinawilatupono595@gmail.com,81591466628,Male,48,1976,"Gang Rawamangun No. 4, Jakarta Selatan, 80929",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,Xiaomi Mi 11,Android,447,6.3,1959,63,1441,15,e-commerce,Gen X,Xiaomi,Sore,gmail.com,Indosat IM3,Ya
"Slamet Puspita, S.E.",slametpuspitas.e.596@aol.com,81807330505,Male,41,1983,"Jalan Sukabumi No. 05, Tangerang, 37007",Conclave Arteri,Office,OnePlus 9,Android,512,10.5,2538,82,1694,10,other,Millennials,OnePlus,Pagi,aol.com,XL,Ya
"R. Dinda Lestari, S.Kom",r.dindalestaris.kom597@gmail.com,89751856491,Male,21,2003,"Jalan Kebonjati No. 9, Tangerang, 88402",Sambalado,Restaurant,Xiaomi Mi 11,Android,511,10.8,2529,91,2387,11,other,Gen Z,Xiaomi,Siang,gmail.com,Tri,Ya
"Rahmi Farida, S.Gz",rahmifaridas.gz598@yahoo.com,83896421832,Male,59,1965,"Gg. Rungkut Industri No. 924, Jakarta Barat, 78998",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,OnePlus 9,Android,140,2.5,825,31,347,14,streaming video,Gen X,OnePlus,Siang,yahoo.com,AXIS,Ya
Nilam Pradana,nilampradana599@outlook.com,85625695811,Male,28,1996,"Jalan R.E Martadinata No. 3, Jakarta Barat, 03027",Koridor 01 Halte Monumen Nasional,Transportation,Samsung Galaxy S21,Android,114,3.0,1131,31,596,20,streaming video,Millennials,Samsung,Malam,outlook.com,Indosat IM3,Tidak
Mitra Kurniawan,mitrakurniawan600@outlook.com,88779478107,Female,47,1977,"Jl. Rungkut Industri No. 8, Jakarta Utara, 14367",Bukan Ruang,Cafe,Samsung Galaxy S21,Android,192,4.3,1382,42,905,23,news,Gen X,Samsung,Malam,outlook.com,Smartfren,Tidak
Samiah Latupono,samiahlatupono601@gmail.com,82116905590,Female,30,1994,"Gg. Abdul Muis No. 908, Bekasi, 06003",Bleu Coffee and Space,Cafe,iPhone 12,iOS,325,6.0,2244,70,1296,10,e-commerce,Millennials,iPhone,Pagi,gmail.com,Telkomsel,Tidak
"Ir. Restu Lestari, S.Psi",ir.restulestaris.psi602@gmail.com,85627786663,Male,44,1980,"Jl. Jend. A. Yani No. 7, Jakarta Utara, 91544",Satoru,Restaurant,OnePlus 9,Android,83,1.2,545,15,284,3,sosmed,Gen X,OnePlus,Dini Hari,gmail.com,Indosat IM3,Ya
Wawan Dongoran,wawandongoran603@mail.com,88802698047,Male,43,1981,"Gg. Gardujati No. 341, Jakarta Utara, 72269",Tujuhari Coffee,Cafe,OnePlus 9,Android,122,3.0,922,32,373,15,streaming video,Millennials,OnePlus,Sore,mail.com,Smartfren,Tidak
"Caraka Mahendra, S.Ked",carakamahendras.ked604@gmail.com,88732967555,Female,41,1983,"Gang R.E Martadinata No. 52, Jakarta Selatan, 47541",Warung Tekko Pluit Village,Restaurant,OnePlus 9,Android,138,2.1,660,22,424,7,streaming video,Millennials,OnePlus,Pagi,gmail.com,Smartfren,Ya
Tira Megantara,tiramegantara605@gmail.com,81409773701,Female,54,1970,"Jl. Siliwangi No. 462, Jakarta Utara, 63934",HTS Net,Office,OnePlus 9,Android,182,5.3,1278,42,885,19,news,Gen X,OnePlus,Malam,gmail.com,Indosat IM3,Tidak
"Drs. Eka Prastuti, S.Pd",drs.ekaprastutis.pd606@yahoo.com,81355160383,Female,53,1971,"Jl. Pasteur No. 593, Jakarta Barat, 29493",Sliced Terogong,Restaurant,OnePlus 9,Android,425,6.0,1928,72,1150,15,e-commerce,Gen X,OnePlus,Sore,yahoo.com,Telkomsel,Ya
Agus Riyanti,agusriyanti607@gmail.com,85303635830,Female,37,1987,"Gg. Kiaracondong No. 03, Jakarta Pusat, 33413",Think Coffee Club,Cafe,OnePlus 9,Android,580,10.4,2496,81,2441,1,other,Millennials,OnePlus,Dini Hari,gmail.com,Telkomsel,Tidak
Atma Sihombing,atmasihombing608@gmail.com,85891287416,Male,21,2003,"Jalan Stasiun Wonokromo No. 16, Tangerang Selatan, 72028",Pard Coffee,Cafe,Xiaomi Mi 11,Android,203,4.0,1323,56,787,17,news,Gen Z,Xiaomi,Sore,gmail.com,Indosat IM3,Tidak
Estiawan Budiyanto,estiawanbudiyanto609@yahoo.com,89929543442,Female,40,1984,"Jalan Surapati No. 6, Jakarta Barat, 94001",Gedung Cyber,Office,Xiaomi Mi 11,Android,258,4.9,1596,56,937,1,news,Millennials,Xiaomi,Dini Hari,yahoo.com,Tri,Tidak
Maryadi Wulandari,maryadiwulandari610@aol.com,83303544851,Male,51,1973,"Gg. Suniaraja No. 863, Jakarta Utara, 63889",Stasiun Boulevard Selatan,Transportation,iPhone 12,iOS,551,8.5,2927,92,1901,1,other,Gen X,iPhone,Dini Hari,aol.com,AXIS,Tidak
Puti Ika Permadi,putiikapermadi611@gmail.com,85538090003,Male,48,1976,"Gg. Pasirkoja No. 3, Depok, 26493",Kopi Bojo Plaza Kuningan,Cafe,iPhone 12,iOS,507,9.6,2606,95,1543,9,other,Gen X,iPhone,Pagi,gmail.com,Indosat IM3,Tidak
Purwadi Astuti,purwadiastuti612@gmail.com,82278837124,Male,37,1987,"Jl. Rumah Sakit No. 27, Tangerang, 86735",Ruuaang Kopi,Cafe,Xiaomi Mi 11,Android,57,1.3,489,16,131,13,sosmed,Millennials,Xiaomi,Siang,gmail.com,Telkomsel,Tidak
"Anita Wijayanti, S.Sos",anitawijayantis.sos613@gmail.com,88366081741,Male,44,1980,"Gang Jakarta No. 6, Jakarta Selatan, 30871",Warung Tekko Artha Gading,Restaurant,Xiaomi Mi 11,Android,553,10.2,2911,82,2441,6,other,Gen X,Xiaomi,Pagi,gmail.com,Smartfren,Ya
Ghaliyati Maulana,ghaliyatimaulana614@outlook.com,82278858093,Female,46,1978,"Jl. Wonoayu No. 042, Jakarta Utara, 12471",Sambalado,Restaurant,Google Pixel 5,Android,49,1.1,395,16,153,15,sosmed,Gen X,Google,Sore,outlook.com,Telkomsel,Tidak
Adiarja Nasyidah,adiarjanasyidah615@outlook.com,89687703708,Male,18,2006,"Gg. Erlangga No. 11, Tangerang Selatan, 50821",8TH Brew Coffee Shop,Cafe,Samsung Galaxy S21,Android,106,4.0,1158,23,493,6,streaming video,Gen Z,Samsung,Pagi,outlook.com,Tri,Tidak
Wakiman Puspasari,wakimanpuspasari616@yahoo.com,89775677006,Male,52,1972,"Gang M.T Haryono No. 8, Depok, 21417",Warung Tekko Kemang,Restaurant,Google Pixel 5,Android,119,3.7,608,36,461,19,streaming video,Gen X,Google,Malam,yahoo.com,Tri,Tidak
Dina Prabowo,dinaprabowo617@outlook.com,85279026743,Female,36,1988,"Jl. Medokan Ayu No. 18, Jakarta Timur, 83703",Kintaro Sushi PIK,Restaurant,OnePlus 9,Android,288,5.4,1476,49,767,20,news,Millennials,OnePlus,Malam,outlook.com,Telkomsel,Tidak
"Dr. Estiawan Tampubolon, M.Ak",dr.estiawantampubolonm.ak618@gmail.com,88153785045,Female,36,1988,"Gang Gardujati No. 8, Bekasi, 85069",Kopitok Coffee Kemang,Cafe,Google Pixel 5,Android,225,5.6,1388,55,965,14,news,Millennials,Google,Siang,gmail.com,Smartfren,Ya
R. Aslijan Hutapea,r.aslijanhutapea619@aol.com,87747544584,Female,26,1998,"Gang Rawamangun No. 4, Jakarta Utara, 71639",SMK AL Khairiyah 2,Education Center,OnePlus 9,Android,342,7.0,1826,71,1077,4,e-commerce,Gen Z,OnePlus,Dini Hari,aol.com,XL,Ya
Zulaikha Mulyani,zulaikhamulyani620@yahoo.com,88758746795,Male,59,1965,"Gang Dipenogoro No. 395, Depok, 02779",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,Samsung Galaxy S21,Android,292,4.2,1407,54,867,19,news,Gen X,Samsung,Malam,yahoo.com,Smartfren,Tidak
Gatot Prastuti,gatotprastuti621@yahoo.com,85937925896,Female,59,1965,"Gg. Dr. Djunjunan No. 56, Jakarta Utara, 55143",JEC Kedoya,Compound Space,iPhone 12,iOS,218,5.0,1475,46,972,16,news,Gen X,iPhone,Sore,yahoo.com,XL,Tidak
Irma Marbun,irmamarbun622@outlook.com,82357774549,Male,56,1968,"Jl. Rajawali Timur No. 82, Bekasi, 88469",Liberte Italian Cuisine,Restaurant,Google Pixel 5,Android,64,1.8,351,15,274,15,sosmed,Gen X,Google,Sore,outlook.com,Telkomsel,Tidak
Syahrini Pradana,syahrinipradana623@yahoo.com,83857032611,Female,41,1983,"Gg. R.E Martadinata No. 7, Jakarta Utara, 57026",Conclave Arteri,Office,Xiaomi Mi 11,Android,453,7.4,2363,65,1046,15,e-commerce,Millennials,Xiaomi,Sore,yahoo.com,AXIS,Tidak
Nasab Maryadi,nasabmaryadi624@gmail.com,83289685779,Male,21,2003,"Gang Sentot Alibasa No. 0, Jakarta Selatan, 93928",Warung Tekko Kalibata,Restaurant,OnePlus 9,Android,42,1.8,417,15,284,15,sosmed,Gen Z,OnePlus,Sore,gmail.com,AXIS,Tidak
"Salman Oktaviani, M.Kom.",salmanoktavianim.kom.625@gmail.com,89972620486,Male,45,1979,"Jalan KH Amin Jasuta No. 924, Depok, 01105",Warung Tekko Artha Gading,Restaurant,Samsung Galaxy S21,Android,36,1.5,310,15,272,22,sosmed,Gen X,Samsung,Malam,gmail.com,Tri,Ya
"R. Lintang Nuraini, S.Psi",r.lintangnurainis.psi626@outlook.com,81695086370,Female,31,1993,"Jalan S. Parman No. 694, Jakarta Utara, 02826",Sliced Terogong,Restaurant,OnePlus 9,Android,55,1.8,328,12,196,9,sosmed,Millennials,OnePlus,Pagi,outlook.com,Indosat IM3,Ya
Tirtayasa Hidayanto,tirtayasahidayanto627@gmail.com,81390205767,Female,55,1969,"Jl. Pasirkoja No. 07, Jakarta Selatan, 92251",Kataloji Coffee & Eatery,Cafe,iPhone 12,iOS,210,5.0,1614,53,679,11,news,Gen X,iPhone,Siang,gmail.com,Telkomsel,Tidak
Drs. Harto Thamrin,drs.hartothamrin628@gmail.com,85690290633,Male,59,1965,"Gg. Rumah Sakit No. 675, Jakarta Timur, 14123",Kopitok Coffee Kemang,Cafe,iPhone 12,iOS,227,5.2,1446,46,920,5,news,Gen X,iPhone,Pagi,gmail.com,Indosat IM3,Ya
"T. Laswi Sitompul, S.E.",t.laswisitompuls.e.629@yahoo.com,88800465544,Male,55,1969,"Gg. Ahmad Dahlan No. 1, Bogor, 78138",Gedung Cyber,Office,Xiaomi Mi 11,Android,47,1.2,437,18,234,11,sosmed,Gen X,Xiaomi,Siang,yahoo.com,Smartfren,Ya
Cahyono Mardhiyah,cahyonomardhiyah630@gmail.com,88855801081,Male,21,2003,"Gg. Suryakencana No. 97, Bekasi, 11527",Kopi Bojo Plaza Kuningan,Cafe,iPhone 12,iOS,461,6.3,1988,62,1004,16,e-commerce,Gen Z,iPhone,Sore,gmail.com,Smartfren,Tidak
Cahyono Saputra,cahyonosaputra631@gmail.com,87857115473,Male,25,1999,"Jalan Abdul Muis No. 929, Jakarta Selatan, 62456",Koridor 13 Halte CSW,Transportation,Google Pixel 5,Android,94,3.1,1078,38,489,9,streaming video,Gen Z,Google,Pagi,gmail.com,XL,Tidak
Victoria Prasasta,victoriaprasasta632@outlook.com,87811345579,Female,45,1979,"Jl. Wonoayu No. 115, Bekasi, 74801",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,Samsung Galaxy S21,Android,216,5.1,1483,54,977,16,news,Gen X,Samsung,Sore,outlook.com,XL,Tidak
