User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Location Type,Location,Nama,Email,Handphone,Login Hour,Year Birth,Digital Interest,Address
658,Xiaomi Mi 11,Android,278,5.3,1368,56,894,40,Female,3,Cafe,Ali Kopi Roastery Free Wifi,"drg. Cornelia Sihotang, S.E.I",drg.corneliasihotangs.e.i658@gmail.com,083825939541,18,1984,news,"Jalan Kutai No. 2, Jakarta Barat, 79489"
659,Xiaomi Mi 11,Android,463,6.8,2358,68,1236,43,Female,4,Cafe,Dekhad Gandaria,Harsanto Anggriawan,harsantoanggriawan659@outlook.com,081558963252,17,1981,e-commerce,"Jalan K.H. Wahid Hasyim No. 897, Jakarta Timur, 60158"
660,Xiaomi Mi 11,Android,505,9.6,2464,91,2375,35,Male,5,Office,Menara Satu,"dr. Cici Suryatmi, M.Farm",dr.cicisuryatmim.farm660@gmail.com,085929656125,14,1989,other,"Gg. Sentot Alibasa No. 9, Jakarta Utara, 17200"
661,Google Pixel 5,Android,50,1.5,387,12,146,59,Male,1,Office,Graha Aruna,Mila Aryani,milaaryani661@gmail.com,085393259698,22,1965,sosmed,"Gang KH Amin Jasuta No. 899, Jakarta Timur, 77108"
662,Xiaomi Mi 11,Android,138,3.1,947,29,545,48,Male,2,Cafe,Kedai Inn Taman GBK,Hasna Pradana,hasnapradana662@outlook.com,085196963061,19,1976,streaming video,"Gg. Indragiri No. 46, Jakarta Barat, 37741"
663,Xiaomi Mi 11,Android,130,3.2,1189,37,448,45,Male,2,Cafe,Pard Coffee,"Edison Aryani, S.H.",edisonaryanis.h.663@gmail.com,081285462548,9,1979,streaming video,"Gang Wonoayu No. 19, Jakarta Selatan, 54421"
664,Google Pixel 5,Android,469,6.4,1858,78,1297,55,Female,4,Restaurant,Sambalado,Ajeng Nuraini,ajengnuraini664@gmail.com,081151614556,7,1969,e-commerce,"Jalan Abdul Muis No. 9, Jakarta Utara, 39200"
665,Xiaomi Mi 11,Android,555,10.3,2568,83,2003,52,Male,5,Cafe,Tuwuh Treats Bintaro,Umi Simbolon,umisimbolon665@outlook.com,081703884132,14,1972,other,"Gang Ciwastra No. 58, Jakarta Utara, 46773"
666,iPhone 12,iOS,198,5.4,1544,53,635,53,Male,3,Compound Space,JEC Kedoya,Suci Sudiati,sucisudiati666@gmail.com,088322026854,16,1971,news,"Jalan Sukajadi No. 84, Jakarta Selatan, 38011"
667,Samsung Galaxy S21,Android,529,11.4,2891,82,1845,46,Male,5,Cafe,Suasana Kopi Gandaria,Nasab Safitri,nasabsafitri667@aol.com,089713252261,17,1978,other,"Gang Monginsidi No. 96, Bekasi, 20284"
668,Samsung Galaxy S21,Android,205,5.5,1699,49,729,36,Male,3,Restaurant,Warung Tekko Kemang,"Dr. Bella Laksita, S.Ked",dr.bellalaksitas.ked668@gmail.com,088851662345,3,1988,news,"Jl. Cikapayang No. 00, Jakarta Timur, 47858"
669,iPhone 12,iOS,170,2.4,1039,38,334,23,Male,2,Restaurant,Warung Tekko Daan Mogot,Bambang Sitompul,bambangsitompul669@aol.com,085601250324,23,2001,streaming video,"Jl. Suniaraja No. 7, Jakarta Barat, 27152"
670,Samsung Galaxy S21,Android,160,3.2,648,31,339,27,Female,2,Cafe,Tuwuh Treats Bintaro,Kasim Samosir,kasimsamosir670@outlook.com,088521037428,15,1997,streaming video,"Jalan Laswi No. 41, Tangerang Selatan, 04074"
671,iPhone 12,iOS,81,1.6,387,13,224,48,Male,1,Cafe,Kopikalyan Wijaya,Drs. Agnes Hutapea,drs.agneshutapea671@outlook.com,081644002713,24,1976,sosmed,"Gg. Suniaraja No. 242, Jakarta Barat, 05027"
672,Google Pixel 5,Android,468,7.3,1937,64,1209,22,Male,4,Cafe,Tous les Jours Sency,Drs. Endah Sihotang,drs.endahsihotang672@gmail.com,085793693148,3,2002,e-commerce,"Jl. Raya Setiabudhi No. 12, Bogor, 28402"
673,Xiaomi Mi 11,Android,500,11.2,2925,84,2438,27,Male,5,Restaurant,Warung Tekko Kemang,"R. Wani Wibowo, M.Pd",r.waniwibowom.pd673@gmail.com,088544157662,0,1997,other,"Jalan Abdul Muis No. 3, Jakarta Pusat, 62005"
674,Google Pixel 5,Android,37,1.6,490,18,216,52,Male,1,Compound Space,Mall Taman Palem,Dagel Nashiruddin,dagelnashiruddin674@gmail.com,081137902470,19,1972,sosmed,"Gg. Cempaka No. 465, Jakarta Timur, 40841"
675,Xiaomi Mi 11,Android,522,11.4,2776,93,1768,27,Female,5,Cafe,8TH Brew Coffee Shop,Mursinin Nuraini,mursininnuraini675@gmail.com,088500150516,16,1997,other,"Gang Wonoayu No. 350, Jakarta Utara, 74172"
676,Xiaomi Mi 11,Android,81,1.5,545,17,159,40,Male,1,Education Center,SMK AL Khairiyah 2,Tirtayasa Najmudin,tirtayasanajmudin676@gmail.com,088303872000,5,1984,sosmed,"Gang Ciumbuleuit No. 9, Tangerang, 37684"
677,OnePlus 9,Android,141,3.8,689,38,576,34,Male,2,Cafe,Tujuhari Coffee,Ismail Megantara,ismailmegantara677@outlook.com,085742886385,6,1990,streaming video,"Jalan Rajawali Timur No. 615, Bogor, 23343"
678,Samsung Galaxy S21,Android,115,3.5,706,26,495,52,Female,2,Compound Space,Menara FIF - Kantin 2,Dalima Wastuti,dalimawastuti678@gmail.com,085186055193,3,1972,streaming video,"Jalan Gedebage Selatan No. 48, Bekasi, 15692"
679,Google Pixel 5,Android,298,4.6,1525,59,814,36,Female,3,Cafe,Dekhad Gandaria,Vanya Firmansyah,vanyafirmansyah679@yahoo.com,083815115646,9,1988,news,"Jalan Kebonjati No. 367, Jakarta Pusat, 10134"
680,iPhone 12,iOS,33,1.8,334,16,113,36,Female,1,Restaurant,Warung Tekko Kramat Jati,Ajeng Wasita,ajengwasita680@outlook.com,085790059586,16,1988,sosmed,"Jalan Cempaka No. 824, Depok, 52129"
681,Google Pixel 5,Android,307,6.1,2105,76,1111,25,Female,4,Office,HTS Net,Gangsar Rajasa,gangsarrajasa681@aol.com,082164693014,3,1999,e-commerce,"Gg. Jayawijaya No. 04, Jakarta Utara, 14299"
682,Xiaomi Mi 11,Android,380,7.6,2354,77,1191,30,Male,4,Compound Space,Galeri Lafayette,Cayadi Siregar,cayadisiregar682@gmail.com,088190003715,11,1994,e-commerce,"Gg. Suniaraja No. 62, Depok, 62172"
683,Xiaomi Mi 11,Android,190,5.5,1718,58,815,42,Male,3,Cafe,Suasana Kopi Gandaria,Ophelia Hidayanto,opheliahidayanto683@yahoo.com,081743891520,17,1982,news,"Gg. Pelajar Pejuang No. 695, Bekasi, 92910"
684,Samsung Galaxy S21,Android,75,1.6,325,12,225,45,Male,1,Compound Space,Menara FIF - Kantin 2,"Azalea Jailani, S.Ked",azaleajailanis.ked684@gmail.com,085173163335,22,1979,sosmed,"Gg. Siliwangi No. 54, Tangerang Selatan, 71230"
685,Google Pixel 5,Android,218,4.0,1221,47,822,25,Male,3,Office,Conclave Arteri,"R. Jane Andriani, M.Kom.",r.janeandrianim.kom.685@aol.com,089911332292,16,1999,news,"Gang Kendalsari No. 21, Bogor, 61855"
686,Xiaomi Mi 11,Android,412,6.6,1859,67,1393,18,Male,4,Cafe,Dua Coffee @ Tebet,"dr. Cici Hastuti, M.Kom.",dr.cicihastutim.kom.686@gmail.com,085397607053,5,2006,e-commerce,"Jalan Surapati No. 5, Jakarta Timur, 38026"
687,Google Pixel 5,Android,335,7.7,2037,68,1007,18,Male,4,Cafe,Kopi Takua,Salwa Novitasari,salwanovitasari687@gmail.com,085255497725,12,2006,e-commerce,"Jalan Ronggowarsito No. 768, Bogor, 45159"
688,OnePlus 9,Android,387,6.3,2098,61,1178,54,Male,4,Compound Space,JEC Kedoya,"Lurhur Sihotang, M.Kom.",lurhursihotangm.kom.688@gmail.com,088638015996,20,1970,e-commerce,"Jalan Indragiri No. 22, Jakarta Selatan, 44176"
689,Google Pixel 5,Android,261,4.9,1589,56,824,52,Female,3,Restaurant,Sliced Terogong,Darmaji Setiawan,darmajisetiawan689@gmail.com,085910991119,21,1972,news,"Jl. Abdul Muis No. 431, Jakarta Pusat, 26972"
690,Samsung Galaxy S21,Android,541,9.5,2424,98,1550,32,Male,5,Restaurant,Satoru,"Aisyah Susanti, S.Pd",aisyahsusantis.pd690@gmail.com,089940239734,24,1992,other,"Gang Astana Anyar No. 19, Bogor, 46824"
691,Google Pixel 5,Android,195,5.7,1447,48,679,30,Male,3,Office,HTS Net,Jaka Ardianto,jakaardianto691@yahoo.com,085285066611,15,1994,news,"Jl. Kiaracondong No. 9, Bekasi, 04964"
692,iPhone 12,iOS,178,4.0,856,37,569,51,Female,2,Restaurant,Warung Tekko Daan Mogot,Clara Sirait,clarasirait692@gmail.com,088110058352,2,1973,streaming video,"Gg. Ciwastra No. 3, Jakarta Timur, 20230"
693,Xiaomi Mi 11,Android,378,6.7,1898,78,1455,48,Female,4,Cafe,Warung Fotkop,Titin Melani,titinmelani693@outlook.com,088684360272,23,1976,e-commerce,"Jalan Moch. Toha No. 538, Jakarta Timur, 22800"
694,Xiaomi Mi 11,Android,505,8.6,2792,82,1709,31,Male,5,Cafe,Kedai Inn Taman GBK,Ade Mandasari,ademandasari694@outlook.com,081349571044,8,1993,other,"Jl. Rajawali Barat No. 047, Bekasi, 41560"
695,Samsung Galaxy S21,Android,564,9.7,2422,83,1985,34,Female,5,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Caraka Saragih,carakasaragih695@gmail.com,089967864116,5,1990,other,"Jl. Wonoayu No. 4, Tangerang Selatan, 62009"
696,iPhone 12,iOS,92,3.9,1082,26,381,22,Male,2,Cafe,Bukan Ruang,Purwa Simanjuntak,purwasimanjuntak696@aol.com,085911549714,9,2002,streaming video,"Gg. Ahmad Dahlan No. 3, Tangerang, 75885"
697,Xiaomi Mi 11,Android,316,6.8,1965,68,1201,59,Male,4,Cafe,Kopitok Coffee Kemang,"Drs. Amelia Situmorang, S.E.",drs.ameliasitumorangs.e.697@outlook.com,082296298172,21,1965,e-commerce,"Gg. Sukajadi No. 3, Depok, 69890"
698,Google Pixel 5,Android,99,3.1,942,22,457,50,Female,2,Cafe,Kopi Bojo Plaza Kuningan,"R. Emil Prasetya, S.Kom",r.emilprasetyas.kom698@gmail.com,088104429618,9,1974,streaming video,"Jalan Pasirkoja No. 869, Jakarta Selatan, 41383"
699,Samsung Galaxy S21,Android,62,1.7,431,13,224,44,Male,1,Restaurant,Warung Tekko Artha Gading,Wasis Sinaga,wasissinaga699@gmail.com,089960774854,16,1980,sosmed,"Jalan Joyoboyo No. 403, Tangerang Selatan, 16807"
700,OnePlus 9,Android,212,5.4,1306,49,828,23,Female,3,Cafe,Tuwuh Treats Bintaro,Jagapati Hakim,jagapatihakim700@protonmail.com,088169589701,12,2001,news,"Jalan Ir. H. Djuanda No. 00, Bogor, 34612"
